ID	seqnames	type	start	end	strand	likelyStrand	Parent	length	ORFnumber	nearest_ref_gene	nearest_ref_ensembl_transcriptID	exonNumber	exonHits	exactAnnotated	partialAnnotated	geneID	gene_type	genelevel	gene_name	ensembl_transcriptID	transcript_type	transcript_support_level	LTR/repClass	LTR/repName	LTR/repeatIDs	repClass	repeatIDs	LTRderived	spansRTErepeat	summaryAnnotation
transc583dcc116856724	chr9	transcript	129582721	129584557	*	NA	NA	233	NA	RP11-492E3.2	ENST00000443993.1	2	1910434;1910446	0	2	ENSG00000227619.1	antisense	level 2	 RP11-492E3.2	ENST00000443993.1	antisense	1	ERVL-MaLR	MLT1J	LTR/ERVL-MaLR|MLT1J|9|129584128|129584599	SINE;LTR	SINE/Alu|AluSx|9|129582625|129582925;LTR/ERVL-MaLR|MLT1J|9|129584128|129584599	TRUE	TRUE	partial
transc5bcbca48bf6acbe	chr7	transcript	135249518	135252922	*	NA	NA	3405	NA	STRA8	ENST00000275764.3	1	1583709	0	1	NA	NA	NA	 STRA8	NA	NA	NA	ERVL-MaLR	MSTA;MLT1A0	LTR/ERVL-MaLR|MSTA|7|135252100|135252470;LTR/ERVL-MaLR|MLT1A0|7|135252749|135252928	SINE;LINE;LTR	SINE/Alu|AluSq2|7|135249302|135249602;LINE/L1|L1M6B|7|135250373|135250665;LINE/L1|L1ME4a|7|135250876|135251122;SINE/MIR|MIRb|7|135251139|135251366;LTR/ERVL-MaLR|MSTA|7|135252100|135252470;LTR/ERVL-MaLR|MLT1A0|7|135252749|135252928	TRUE	TRUE	partial
transc5e7fce1eaa2a161	chr1	transcript	206081417	206082307	*	NA	NA	891	NA	C1orf186	ENST00000331555.9	1	345247	0	0	NA	NA	NA	 C1orf186	NA	NA	NA	NA	EUTREP8	LTR|EUTREP8|1|206081890|206082210	LTR;SINE	LTR|EUTREP8|1|206081890|206082210;SINE/Alu|AluSg|1|206082236|206082533	TRUE	TRUE	unannotated
transc5f0edd36605cb7e	chr1	transcript	206064281	206066357	*	NA	NA	1686	NA	C1orf186	ENST00000331555.9	2	345209;345218	0	0	NA	NA	NA	 C1orf186	NA	NA	NA	ERV1	MER72B	LTR/ERV1|MER72B|1|206066259|206066334	Retroposon;LTR;SINE	Retroposon/SVA|SVA_D|1|206063951|206065289;LTR/ERV1|MER72B|1|206066259|206066334;SINE/Alu|AluSp|1|206066335|206066628	TRUE	TRUE	unannotated
transc6559f7890a952fc	chr15	transcript	84943222	84949247	*	NA	NA	2834	NA	SLC28A1	ENST00000394573.5	2	2835911;2835953	0	0	NA	NA	NA	 SLC28A1	NA	NA	NA	ERVL-MaLR	MLT1A0;MLT1O	LTR/ERVL-MaLR|MLT1A0|15|84947506|84947864;LTR/ERVL-MaLR|MLT1O|15|84948547|84948740	LTR;LINE	LTR/ERVL-MaLR|MLT1A0|15|84947506|84947864;LINE/L1|L1MC3|15|84947865|84947986;LTR/ERVL-MaLR|MLT1O|15|84948547|84948740;LINE/CR1|L3|15|84948775|84949182	TRUE	TRUE	unannotated
transc66b1eb2952da9ca	chr15	transcript	45361560	45397382	-	-	NA	2213	1	GATM-AS1	ENST00000617932.1	9	2769256;2769269;2769277;2769287;2769290;2769304;2769311;2769334;2769383	7	8	ENSG00000171766.15	protein_coding	level 2	 GATM-AS1	ENST00000396659.7	protein_coding	1	ERVL	MER21C	LTR/ERVL|MER21C|15|45397086|45398013	LINE;LTR	LINE/L2|L2a|15|45396914|45397076;LTR/ERVL|MER21C|15|45397086|45398013	TRUE	TRUE	partial
transc6d6f43d60de928b	chr14	transcript	61708795	61714870	*	NA	NA	954	NA	HIF1A	ENST00000539097.2	2	2649759;2649774	0	0	NA	NA	NA	 HIF1A	NA	NA	NA	ERVL	MER21A	LTR/ERVL|MER21A|14|61713631|61714058	LTR;SINE	LTR/ERVL|MER21A|14|61713631|61714058;SINE/Alu|AluSp|14|61714751|61715047	TRUE	TRUE	unannotated
transc6db3794a74d3afb	chr1	transcript	171600185	171602757	*	NA	NA	2573	NA	NA	NA	1	306219	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|1|171600445|171606825	LTR	LTR/ERV1|Harlequin-int~LTR2B|1|171600445|171606825	TRUE	TRUE	unannotated
transc7cd304b07209710	chr20	transcript	15890541	15985569	*	NA	NA	246	NA	MACROD2	ENST00000217246.8	3	3579806;3579812;3579875	0	0	NA	NA	NA	 MACROD2	NA	NA	NA	ERVL;ERV1	LTR16B1;LTR79;Harlequin-int~LTR2B	LTR/ERVL|LTR16B1|20|15893795|15894182;LTR/ERVL|LTR79|20|15894217|15894655;LTR/ERV1|Harlequin-int~LTR2B|20|15979869|15986246	LTR	LTR/ERVL|LTR16B1|20|15893795|15894182;LTR/ERVL|LTR79|20|15894217|15894655;LTR/ERV1|Harlequin-int~LTR2B|20|15979869|15986246	TRUE	TRUE	unannotated
transc7eda98bdd6886ed	chr1	transcript	46325549	46329736	*	NA	NA	4188	1	NA	NA	1	136249	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|1|46325548|46329561	LTR	LTR/ERV1|Harlequin-int~LTR2B|1|46325548|46329561	TRUE	TRUE	unannotated
transc96a1ad8bfe266de	chrY	transcript	16831515	16864764	*	NA	NA	2042	1	NA	NA	3	3942258;3942269;3942270	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	LTR2B	LTR/ERV1|LTR2B|Y|16831361|16831829	LTR;LINE	LTR/ERV1|LTR2B|Y|16831361|16831829;LINE/L1|L1PA4|Y|16862398|16863477	TRUE	TRUE	unannotated
transca16add4da92a4a5	chr3	transcript	165499016	165503337	*	NA	NA	1080	NA	NA	NA	2	873934;873967	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MLT1D	LTR/ERVL-MaLR|MLT1D|3|165499582|165500075	LINE;LTR	LINE/L1|L1M5|3|165499168|165499581;LTR/ERVL-MaLR|MLT1D|3|165499582|165500075	TRUE	TRUE	unannotated
transca5273de19d8ba66	chr19	transcript	49100830	49105487	*	NA	NA	1496	1	SNRNP70	ENST00000221448.9	2	3522281;3522303	0	2	ENSG00000104852.14	protein_coding	level 2	 SNRNP70	ENST00000598441.5	protein_coding	1	ERVL-MaLR	MLT1O	LTR/ERVL-MaLR|MLT1O|19|49105277|49105448	LINE;LTR;SINE	LINE/L2|L2c|19|49100997|49101223;LTR/ERVL-MaLR|MLT1O|19|49105277|49105448;SINE/Alu|AluSg7|19|49105449|49105753	TRUE	TRUE	partial
transca5a98a1ef93a5e3	chr12	transcript	121185096	121190201	*	NA	NA	734	NA	P2RX7	ENST00000328963.9	2	2490799;2490825	0	1	ENSG00000089041.16	protein_coding	level 2	 P2RX7	ENST00000328963.9	protein_coding	1	ERVL-MaLR	MLT1H1	LTR/ERVL-MaLR|MLT1H1|12|121185542|121185773	SINE;LTR	SINE/MIR|MIRc|12|121185280|121185475;LTR/ERVL-MaLR|MLT1H1|12|121185542|121185773;SINE/Alu|AluSx1|12|121185774|121186075;SINE/Alu|AluSq2|12|121190147|121190440	TRUE	TRUE	partial
transcb027661d9b7076a	chr4	transcript	102826613	102843774	*	NA	NA	1069	NA	NA	NA	3	1007125;1007133;1007177	0	3	ENSG00000109332.19;ENSG00000246560.2	antisense;protein_coding	level 2	NA	ENST00000394801.8;ENST00000453744.6;ENST00000501133.2	antisense;protein_coding	1;2	ERVL	ERVL-E-int	LTR/ERVL|ERVL-E-int|4|102843117|102843620;LTR/ERVL|ERVL-E-int|4|102843628|102844227	LTR	LTR/ERVL|ERVL-E-int|4|102843117|102843620;LTR/ERVL|ERVL-E-int|4|102843628|102844227	TRUE	TRUE	partial
transcd389d9ab5403c0f	chr22	transcript	23891185	23895173	*	NA	NA	3800	3	AP000350.10	ENST00000433835.3	2	3749659;3749664	0	2	ENSG00000240972.1	protein_coding	level 2	 AP000350.10	ENST00000215754.7	protein_coding	1	ERVL-MaLR;ERV1	MLT1E1;LTR19A	LTR/ERVL-MaLR|MLT1E1|22|23891139|23891668;LTR/ERV1|LTR19A|22|23892306|23892720	LTR;LINE;SINE	LTR/ERVL-MaLR|MLT1E1|22|23891139|23891668;LINE/L2|L2b|22|23891689|23891918;SINE/MIR|MIR|22|23892093|23892195;LTR/ERV1|LTR19A|22|23892306|23892720	TRUE	TRUE	partial
transcd3ec8265a83ca1a	chr7	transcript	102566713	102572547	-	-	NA	455	1	RP11-514P8.7	ENST00000514917.2	6	1550625;1550631;1550659;1550689;1550712;1550737	3	5	ENSG00000168255.19;ENSG00000270249.1	protein_coding	level 2	 RP11-514P8.7	ENST00000511313.5;ENST00000514917.2;ENST00000621093.4	protein_coding	1;3	ERV1;ERVL-MaLR	PABL_B-int;MSTA	LTR/ERV1|PABL_B-int|7|102566591|102566750;LTR/ERVL-MaLR|MSTA|7|102566918|102567301	LTR	LTR/ERV1|PABL_B-int|7|102566591|102566750;LTR/ERVL-MaLR|MSTA|7|102566918|102567301	TRUE	TRUE	partial
transcd40d86cf8f8f327	chr1	transcript	89256190	89264790	-	-	NA	5231	1	RP4-620F22.2	ENST00000437128.1	5	178435;178441;178443;178450;178458	3	5	ENSG00000154451.14	protein_coding	level 2	 RP4-620F22.2	ENST00000370459.7	protein_coding	1	ERVL-MaLR;ERV1	THE1B;MLT1D;LTR21B	LTR/ERVL-MaLR|THE1B|1|89257094|89257453;LTR/ERVL-MaLR|MLT1D|1|89257769|89257944;LTR/ERV1|LTR21B|1|89259774|89259994	LINE;LTR	LINE/L1|L1ME3B|1|89256068|89256534;LINE/L1|L1M5|1|89256639|89256947;LTR/ERVL-MaLR|THE1B|1|89257094|89257453;LTR/ERVL-MaLR|MLT1D|1|89257769|89257944;LTR/ERV1|LTR21B|1|89259774|89259994	TRUE	TRUE	partial
transcd4986ff53e39948	chr12	transcript	40140930	40158581	*	NA	NA	3838	1	RP11-476D10.1	ENST00000563933.1	4	2364543;2364548;2364560;2364564	0	1	ENSG00000260943.1	lincRNA	level 2	 RP11-476D10.1	ENST00000563933.1	lincRNA	NA	ERVL-MaLR;Gypsy?	MLT1F;LTR85c	LTR/ERVL-MaLR|MLT1F|12|40143974|40144501;LTR/Gypsy?|LTR85c|12|40158459|40158788	SINE;LINE;LTR	SINE/MIR|MIRb|12|40141252|40141424;LINE/L2|L2c|12|40141773|40142255;LINE/L1|L1M5|12|40143422|40143948;LTR/ERVL-MaLR|MLT1F|12|40143974|40144501;SINE/MIR|MIRc|12|40157721|40157925;LTR/Gypsy?|LTR85c|12|40158459|40158788	TRUE	TRUE	partial
transcda6594cef036cd6	chr6	transcript	113872994	113873332	*	NA	NA	237	NA	LINC01268	ENST00000434296.2	2	1357645;1357651	0	2	ENSG00000227502.2	lincRNA	level 2	 LINC01268	ENST00000434296.2	lincRNA	1	ERVL-MaLR	MLT1G	LTR/ERVL-MaLR|MLT1G|6|113873036|113873571	LINE;LTR	LINE/L1|L1MA10|6|113872908|113873035;LTR/ERVL-MaLR|MLT1G|6|113873036|113873571	TRUE	TRUE	partial
transcdb183f259403409	chr19	transcript	28613526	28615261	*	NA	NA	1736	NA	AC079466.1	ENST00000587961.1	1	3452071	0	1	ENSG00000266976.1	lincRNA	level 2	 AC079466.1	ENST00000587961.1	lincRNA	2	ERV1	HERVE-int~LTR2	LTR/ERV1|HERVE-int~LTR2|19|28606445|28615273	LTR	LTR/ERV1|HERVE-int~LTR2|19|28606445|28615273	TRUE	TRUE	partial
transce4517c53263743a	chr17	transcript	5105482	5111144	-	-	NA	1623	1	ZNF232	ENST00000250076.7	4	3077876;3077917;3077935;3077959	1	3	ENSG00000167840.13	protein_coding	level 2	 ZNF232	ENST00000575898.5	protein_coding	1	ERV1	MER4CL34	LTR/ERV1|MER4CL34|17|5110731|5111335	SINE;LTR	SINE/Alu|AluSx3|17|5105242|5105539;LTR/ERV1|MER4CL34|17|5110731|5111335	TRUE	TRUE	partial
transce9a0143fe91a653	chr1	transcript	46330776	46331848	*	NA	NA	763	NA	NA	NA	2	136259;136265	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	Harlequin-int;Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int|1|46330884|46330935;LTR/ERV1|Harlequin-int~LTR2B|1|46331236|46332557	LTR	LTR/ERV1|Harlequin-int|1|46330884|46330935;LTR/ERV1|Harlequin-int~LTR2B|1|46331236|46332557	TRUE	TRUE	unannotated
transceb3d78e2037ff00	chr4	transcript	186090455	186090801	*	NA	NA	347	NA	NA	NA	1	1058733	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1;ERVL	LTR8;LTR16	LTR/ERV1|LTR8|4|186090454|186090613;LTR/ERVL|LTR16|4|186090614|186090638	LTR;SINE	LTR/ERV1|LTR8|4|186090454|186090613;LTR/ERVL|LTR16|4|186090614|186090638;SINE/Alu|AluJr|4|186090670|186090940	TRUE	TRUE	unannotated
transcf23f2de8f7baf37	chr12	transcript	68431957	68442143	-	-	NA	508	NA	RP11-81H14.2	ENST00000441255.6	4	2428057;2428063;2428069;2428133	1	3	ENSG00000251301.6	lincRNA	level 2	 RP11-81H14.2	ENST00000360485.3;ENST00000441255.6;ENST00000546086.1	lincRNA	3;4;5	ERVL-MaLR	THE1A	LTR/ERVL-MaLR|THE1A|12|68441989|68442338	SINE;LTR	SINE/MIR|MIRb|12|68432411|68432560;SINE/MIR|MIRc|12|68433145|68433340;LTR/ERVL-MaLR|THE1A|12|68441989|68442338	TRUE	TRUE	partial
transd03d076ae164959a	chr1	transcript	156606738	156643663	*	NA	NA	3289	2	BCAN	ENST00000329117.9	4	283732;283735;283745;283889	0	1	ENSG00000132692.18	protein_coding	level 2	 BCAN	ENST00000329117.9	protein_coding	1	ERV1	MER31A	LTR/ERV1|MER31A|1|156606783|156607154	SINE;LTR;LINE	SINE/Alu|AluJb|1|156606492|156606782;LTR/ERV1|MER31A|1|156606783|156607154;LINE/L1|L1ME4a|1|156609305|156609499;SINE/Alu|AluSc5|1|156614229|156614520;SINE/Alu|AluSx1|1|156640408|156640715;SINE/MIR|MIRb|1|156642764|156642948	TRUE	TRUE	partial
transd05b4eb893a471ff	chr12	transcript	101213112	101215551	*	NA	NA	626	NA	NA	NA	2	2455445;2455447	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	THE1B~THE1B-int	LTR/ERVL-MaLR|THE1B~THE1B-int|12|101213664|101215838	LINE;LTR	LINE/L1|L1M6|12|101212784|101213663;LTR/ERVL-MaLR|THE1B~THE1B-int|12|101213664|101215838	TRUE	TRUE	unannotated
transd0a9331ee9c936bf	chr5	transcript	180233594	180295250	-	-	NA	5022	2	CTB-129O4.1	ENST00000504573.1	14	1220200;1220216;1220227;1220234;1220248;1220271;1220289;1220332;1220348;1220363;1220379;1220390;1220416;1220437	12	13	ENSG00000050748.17	protein_coding	level 2;level 3	 CTB-129O4.1	ENST00000397072.7;ENST00000452135.6;ENST00000455781.5	protein_coding	1;2;5	ERVL-MaLR	MSTC	LTR/ERVL-MaLR|MSTC|5|180294912|180295309	LTR	LTR/ERVL-MaLR|MSTC|5|180294912|180295309	TRUE	TRUE	partial
transd1af14481902bbea	chr13	transcript	48576869	48590583	*	NA	NA	1089	2	LINC00462	ENST00000425350.1	2	2551660;2551696	0	1	ENSG00000233610.1	lincRNA	level 2	 LINC00462	ENST00000425350.1	lincRNA	1	ERVL;ERVL-MaLR	LTR40c;THE1D	LTR/ERVL|LTR40c|13|48576453|48576895;LTR/ERVL-MaLR|THE1D|13|48590404|48590785	LTR;LINE	LTR/ERVL|LTR40c|13|48576453|48576895;LINE/L2|L2b|13|48576914|48577110;LTR/ERVL-MaLR|THE1D|13|48590404|48590785	TRUE	TRUE	partial
transd270650306ee1cd8	chr6	transcript	122749166	122765247	*	NA	NA	3556	3	NA	NA	2	1362379;1362395	0	0	NA	NA	NA	NA	NA	NA	NA	ERV1	HERVE_a-int~LTR2;MamRep605	LTR/ERV1|HERVE_a-int~LTR2|6|122745509|122749262;LTR?|MamRep605|6|122764778|122765038	LTR;LINE	LTR/ERV1|HERVE_a-int~LTR2|6|122745509|122749262;LINE/L1|L1PA5|6|122761875|122764546;LTR?|MamRep605|6|122764778|122765038;LINE/L1|L1M6|6|122765071|122766551	TRUE	TRUE	unannotated
transd365d46628ce62e5	chr21	transcript	34745884	34784616	+	+	NA	896	NA	LINC01426	ENST00000420877.1	4	3693739;3693763;3693768;3693773	1	4	ENSG00000234380.1	antisense	level 2	 LINC01426	ENST00000420877.1	antisense	2	ERVL-MaLR	THE1B	LTR/ERVL-MaLR|THE1B|21|34781911|34782274	LTR;SINE	LTR/ERVL-MaLR|THE1B|21|34781911|34782274;SINE/MIR|MIR|21|34782467|34782666;SINE/Alu|AluSg|21|34784591|34784888	TRUE	TRUE	partial
transd3b0d5fa0b4591e7	chr14	transcript	19268692	19307083	*	NA	NA	752	NA	BMS1P17	ENST00000413661.1	2	2593069;2593182	0	1	ENSG00000244306.9	transcribed_processed_pseudogene	level 2	 BMS1P17	ENST00000614614.4	processed_transcript	3	ERV1	PABL_A	LTR/ERV1|PABL_A|14|19306875|19307073	LTR	LTR/ERV1|PABL_A|14|19306875|19307073	TRUE	TRUE	partial
transd44cd4aea58bc92b	chr6	transcript	131637106	131751328	+	+	NA	5102	1	ENPP3	ENST00000414305.5	26	1368480;1368488;1368493;1368504;1368512;1368520;1368525;1368533;1368545;1368555;1368561;1368566;1368574;1368581;1368589;1368621;1368627;1368636;1368640;1368654;1368666;1368678;1368681;1368692;1368704;1368706	23	25	ENSG00000154269.14	protein_coding	level 2;level 3	 ENPP3	ENST00000358229.6;ENST00000414305.5	protein_coding	1	ERVL-MaLR	THE1D	LTR/ERVL-MaLR|THE1D|6|131747815|131748199	LINE;LTR;SINE	LINE/L1|L1ME4b|6|131747380|131747674;LTR/ERVL-MaLR|THE1D|6|131747815|131748199;SINE/Alu|AluSg4|6|131749047|131749227;SINE/Alu|AluSg|6|131751209|131751513	TRUE	TRUE	partial
transd498bdda5e57fc07	chr13	transcript	22902631	22909702	*	NA	NA	1780	NA	LINC00621	ENST00000577004.1	2	2527122;2527138	0	0	NA	NA	NA	 LINC00621	NA	NA	NA	ERV1;ERVK;ERVL-MaLR	MER4-int~MER4C;MER9a1;MLT1A1-int;MER110-int	LTR/ERV1|MER4-int~MER4C|13|22902695|22902961;LTR/ERVK|MER9a1|13|22902962|22903451;LTR/ERVL-MaLR|MLT1A1-int|13|22908296|22909109;LTR/ERV1|MER110-int|13|22909129|22909703	SINE;LTR	SINE/Alu|AluSx1|13|22902396|22902694;LTR/ERV1|MER4-int~MER4C|13|22902695|22902961;LTR/ERVK|MER9a1|13|22902962|22903451;LTR/ERVL-MaLR|MLT1A1-int|13|22908296|22909109;LTR/ERV1|MER110-int|13|22909129|22909703	TRUE	TRUE	unannotated
transd4cf660a7cd7c37b	chr1	transcript	206064282	206071859	*	NA	NA	1144	NA	C1orf186	ENST00000331555.9	2	345210;345223	0	0	NA	NA	NA	 C1orf186	NA	NA	NA	ERVL	MLT2B3	LTR/ERVL|MLT2B3|1|206070949|206071491	Retroposon;LTR;SINE	Retroposon/SVA|SVA_D|1|206063951|206065289;LTR/ERVL|MLT2B3|1|206070949|206071491;SINE/Alu|AluJb|1|206071573|206071879	TRUE	TRUE	unannotated
transd5e0fb7a65b7e9bf	chr20	transcript	15885817	15985845	*	NA	NA	8804	2	MACROD2	ENST00000217246.8	2	3579803;3579876	0	1	ENSG00000172264.16	protein_coding	level 1	 MACROD2	ENST00000407045.3	protein_coding	1	ERVL-MaLR;ERVL;ERV1	MLT1G1;LTR16C;LTR33;LTR16B1;LTR79;Harlequin-int~LTR2B	LTR/ERVL-MaLR|MLT1G1|20|15886047|15886564;LTR/ERVL|LTR16C|20|15887427|15887655;LTR/ERVL|LTR16C|20|15887977|15888177;LTR/ERVL|LTR33|20|15891919|15892194;LTR/ERVL|LTR16B1|20|15893795|15894182;LTR/ERVL|LTR79|20|15894217|15894655;LTR/ERV1|Harlequin-int~LTR2B|20|15979869|15986246	LINE;LTR;SINE	LINE/RTE-X|L4_C_Mam|20|15885900|15886046;LTR/ERVL-MaLR|MLT1G1|20|15886047|15886564;LINE/RTE-X|L4_C_Mam|20|15886565|15886625;SINE/MIR|MIRb|20|15886713|15886912;LTR/ERVL|LTR16C|20|15887427|15887655;LTR/ERVL|LTR16C|20|15887977|15888177;SINE/MIR|MIRb|20|15889301|15889482;LINE/L2|L2b|20|15890936|15891822;LTR/ERVL|LTR33|20|15891919|15892194;LTR/ERVL|LTR16B1|20|15893795|15894182;LTR/ERVL|LTR79|20|15894217|15894655;LTR/ERV1|Harlequin-int~LTR2B|20|15979869|15986246	TRUE	TRUE	partial
transd640dcb7339a86b9	chr5	transcript	134388046	134416913	*	NA	NA	1944	NA	UBE2B	ENST00000265339.6	5	1160987;1161015;1161036;1161105;1161159	0	2	ENSG00000119048.7	protein_coding	level 2	 UBE2B	ENST00000265339.6	protein_coding	1	ERVL-MaLR	MSTD	LTR/ERVL-MaLR|MSTD|5|134388102|134388154	SINE;LTR	SINE/Alu|AluSx|5|134387794|134388101;LTR/ERVL-MaLR|MSTD|5|134388102|134388154;SINE/Alu|AluJr|5|134391681|134391976;SINE/Alu|AluSx1|5|134395169|134395454;SINE/Alu|AluSq2|5|134407493|134407789;SINE/Alu|AluYg6|5|134416794|134417118	TRUE	TRUE	partial
transd67c0d70c43c60ee	chr5	transcript	139526031	139558934	*	NA	NA	695	NA	UBE2D2	ENST00000511725.5	2	1170134;1170266	0	1	ENSG00000131508.15	protein_coding	level 2	 UBE2D2	ENST00000511725.5	protein_coding	2	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|5|139525866|139526720	LTR;SINE	LTR/ERV1|Harlequin-int~LTR2B|5|139525866|139526720;SINE/Alu|AluJb|5|139558807|139559083	TRUE	TRUE	partial
transd6be8021e0033902	chr11	transcript	58650796	58693667	*	NA	NA	5129	NA	AP000445.1	ENST00000526692.2	3	2175622;2175623;2175630	0	1	NA	NA	NA	 AP000445.1	NA	NA	NA	ERV1;ERVL-MaLR	MER31A;MLT1H	LTR/ERV1|MER31A|11|58689389|58689842;LTR/ERVL-MaLR|MLT1H|11|58692049|58692426	SINE;LINE;LTR	SINE/Alu|AluSx1|11|58650681|58650983;SINE/Alu|AluSx1|11|58656047|58656344;SINE/Alu|AluSx|11|58688434|58688726;LINE/L2|L2b|11|58688727|58688901;SINE/MIR|MIRb|11|58689330|58689388;LTR/ERV1|MER31A|11|58689389|58689842;SINE/MIR|MIRb|11|58689843|58689978;SINE/MIR|MIRb|11|58690132|58690262;SINE/MIR|MIR3|11|58690557|58690720;LINE/L1|L1MA8|11|58690871|58691338;LTR/ERVL-MaLR|MLT1H|11|58692049|58692426;LINE/L1|L1ME4c|11|58692569|58692993;SINE/Alu|AluSz|11|58693626|58693920	TRUE	TRUE	partial
transd75cff12c9d07260	chr4	transcript	69057278	69063318	*	NA	NA	6041	3	UGT2B11	ENST00000615638.4	1	980238	0	0	NA	NA	NA	 UGT2B11	NA	NA	NA	ERV1	Harlequin-int~LTR2B;HERV3-int	LTR/ERV1|Harlequin-int~LTR2B|4|69053326|69057338;LTR/ERV1|HERV3-int|4|69058437|69063049	LTR;LINE;SINE	LTR/ERV1|Harlequin-int~LTR2B|4|69053326|69057338;LINE/L1|L1M4|4|69057450|69057639;LTR/ERV1|HERV3-int|4|69058437|69063049;SINE/Alu|AluYa5|4|69063051|69063341	TRUE	TRUE	unannotated
transd7d02191364999be	chrX	transcript	46625736	46626129	*	NA	NA	394	NA	SLC9A7	ENST00000616978.4	1	3849193	0	0	NA	NA	NA	 SLC9A7	NA	NA	NA	ERVL-MaLR	MLT1E3	LTR/ERVL-MaLR|MLT1E3|X|46625735|46626024	LTR;SINE	LTR/ERVL-MaLR|MLT1E3|X|46625735|46626024;SINE/Alu|AluJb|X|46626025|46626154	TRUE	TRUE	unannotated
transd7df7c7e30fae892	chr1	transcript	9672706	9687574	-	-	NA	678	NA	PIK3CD-AS2	ENST00000415330.2	3	33140;33169;33186	1	3	ENSG00000231789.2	antisense	level 2	 PIK3CD-AS2	ENST00000415330.2	antisense	5	ERVL-MaLR	MLT1F1	LTR/ERVL-MaLR|MLT1F1|1|9680798|9681231	SINE;LTR	SINE/Alu|AluJr|1|9672429|9672723;LTR/ERVL-MaLR|MLT1F1|1|9680798|9681231	TRUE	TRUE	partial
transd802505da6e0697c	chr4	transcript	69051018	69057294	*	NA	NA	278	NA	UGT2B11	ENST00000615638.4	2	980211;980237	0	0	NA	NA	NA	 UGT2B11	NA	NA	NA	ERV1	Harlequin-int~LTR2B	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710;LTR/ERV1|Harlequin-int~LTR2B|4|69053326|69057338	LTR	LTR/ERV1|Harlequin-int~LTR2B|4|69050860|69051710;LTR/ERV1|Harlequin-int~LTR2B|4|69053326|69057338	TRUE	TRUE	unannotated
transd88bb759bdd9e835	chr8	transcript	139911029	139917156	+	+	NA	1424	NA	RP11-284H18.1	ENST00000518354.5	4	1729540;1729547;1729549;1729550	1	3	ENSG00000253574.5	antisense	level 1	 RP11-284H18.1	ENST00000518354.5	antisense	3	ERVL-MaLR	THE1B-int	LTR/ERVL-MaLR|THE1B-int|8|139910796|139911384	LTR	LTR/ERVL-MaLR|THE1B-int|8|139910796|139911384	TRUE	TRUE	partial
transd8dd121f969254a6	chr6	transcript	44088715	44091503	*	NA	NA	2789	1	RP5-1120P11.4	ENST00000331979.5	1	1308616	0	1	ENSG00000183239.5	processed_pseudogene	level 1	 RP5-1120P11.4	ENST00000331979.5	processed_pseudogene	NA	ERVL	LTR16A2	LTR/ERVL|LTR16A2|6|44089964|44090381	SINE;LTR;LINE	SINE/Alu|AluSx3|6|44088622|44088804;SINE/MIR|MIRb|6|44088939|44089088;SINE/MIR|MIRb|6|44089760|44089831;LTR/ERVL|LTR16A2|6|44089964|44090381;SINE/MIR|MIRb|6|44090590|44090667;LINE/L1|L1MB5|6|44090736|44091390;SINE/Alu|AluJb|6|44091392|44091702	TRUE	TRUE	partial
transd8e1cb0723d862bd	chr3	transcript	165491196	165514721	*	NA	NA	1574	NA	NA	NA	5	873905;873918;873925;873979;873985	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MLT1G;MLT1G1-int	LTR/ERVL-MaLR|MLT1G|3|165511394|165511971;LTR/ERVL-MaLR|MLT1G1-int|3|165513234|165514586	LINE;SINE;LTR	LINE/L2|L2a|3|165490775|165491204;SINE/MIR|MIR|3|165497818|165497964;LTR/ERVL-MaLR|MLT1G|3|165511394|165511971;LTR/ERVL-MaLR|MLT1G1-int|3|165513234|165514586	TRUE	TRUE	unannotated
transd906b60e036bc5d4	chr2	transcript	89539545	89553468	*	NA	NA	3947	1	NA	NA	2	509771;509808	0	0	NA	NA	NA	NA	NA	NA	NA	ERVL-MaLR	MamRep605b;MLT1A0	LTR?|MamRep605b|2|89551362|89551642;LTR/ERVL-MaLR|MLT1A0|2|89551660|89552024	SINE;LINE;LTR	SINE/Alu|AluSq2|2|89539332|89539622;SINE/Alu|AluSq2|2|89549287|89549589;LINE/L1|L1M5|2|89549909|89550099;LINE/L1|L1ME3Cz|2|89550533|89551340;LTR?|MamRep605b|2|89551362|89551642;LTR/ERVL-MaLR|MLT1A0|2|89551660|89552024;LINE/L2|L2b|2|89553401|89553468	TRUE	TRUE	unannotated
